time,device,hr_bpm,hr_conf,spo2_pct,spo2_valid,skin_contact
00:01:58.518,WATCH,60,0,0,0,1
00:01:58.518,WATCH,60,0,0,0,1
00:01:58.518,WATCH,60,0,0,0,1
00:01:58.520,PATCH,60,0,0,0,0
00:01:58.520,PATCH,60,0,0,0,0
00:01:58.520,PATCH,60,0,0,0,0
00:01:58.520,PATCH,60,0,0,0,0
00:01:58.570,PATCH,60,0,0,0,0
00:01:58.570,PATCH,60,0,0,0,0
00:01:58.570,PATCH,60,0,0,0,0
00:01:58.570,PATCH,60,0,0,0,0
00:01:58.662,WATCH,60,0,0,0,1
00:01:58.662,WATCH,60,0,0,0,2
00:01:58.662,WATCH,60,0,0,0,2
00:01:58.666,PATCH,60,0,0,0,0
00:01:58.666,PATCH,60,0,0,0,0
00:01:58.666,PATCH,60,0,0,0,0
00:01:58.666,PATCH,60,0,0,0,0
00:01:58.713,WATCH,60,0,0,0,2
00:01:58.713,WATCH,60,0,0,0,2
00:01:58.713,WATCH,60,0,0,0,2
00:01:58.713,WATCH,60,0,0,0,2
00:01:58.763,PATCH,60,0,0,0,0
00:01:58.763,PATCH,60,0,0,0,0
00:01:58.763,PATCH,60,0,0,0,0
00:01:58.763,PATCH,60,0,0,0,0
00:01:58.857,WATCH,60,0,0,0,2
00:01:58.857,WATCH,60,0,0,0,2
00:01:58.857,WATCH,60,0,0,0,2
00:01:58.862,PATCH,60,0,0,0,0
00:01:58.862,PATCH,60,0,0,0,0
00:01:58.862,PATCH,60,0,0,0,0
00:01:58.862,PATCH,60,0,0,0,0
00:01:58.908,WATCH,60,0,0,0,2
00:01:58.908,WATCH,60,0,0,0,2
00:01:58.908,WATCH,60,0,0,0,2
00:01:58.958,PATCH,60,0,0,0,0
00:01:58.958,PATCH,60,0,0,0,0
00:01:58.958,PATCH,60,0,0,0,0
00:01:58.958,PATCH,60,0,0,0,0
00:01:59.003,WATCH,60,0,0,0,2
00:01:59.003,WATCH,60,0,0,0,2
00:01:59.003,WATCH,60,0,0,0,2
00:01:59.008,PATCH,60,0,0,0,0
00:01:59.008,PATCH,60,0,0,0,0
00:01:59.008,PATCH,60,0,0,0,0
00:01:59.008,PATCH,60,0,0,0,0
00:01:59.054,WATCH,60,0,0,0,2
00:01:59.054,WATCH,60,0,0,0,2
00:01:59.054,WATCH,60,0,0,0,2
00:01:59.104,PATCH,60,0,0,0,0
00:01:59.104,PATCH,60,0,0,0,0
00:01:59.104,PATCH,60,0,0,0,0
00:01:59.104,PATCH,60,0,0,0,0
00:01:59.150,WATCH,60,0,0,0,2
00:01:59.150,WATCH,60,0,0,0,2
00:01:59.150,WATCH,60,0,0,0,2
00:01:59.154,PATCH,60,0,0,0,0
00:01:59.154,PATCH,60,0,0,0,0
00:01:59.154,PATCH,60,0,0,0,0
00:01:59.154,PATCH,60,0,0,0,0
00:01:59.200,WATCH,60,0,0,0,2
00:01:59.200,WATCH,60,0,0,0,2
00:01:59.200,WATCH,60,0,0,0,2
00:01:59.250,PATCH,60,0,0,0,0
00:01:59.250,PATCH,60,0,0,0,0
00:01:59.250,PATCH,60,0,0,0,0
00:01:59.250,PATCH,60,0,0,0,0
00:01:59.296,WATCH,60,0,0,0,2
00:01:59.296,WATCH,60,0,0,0,2
00:01:59.296,WATCH,60,0,0,0,2
00:01:59.301,PATCH,60,0,0,0,0
00:01:59.301,PATCH,60,0,0,0,0
00:01:59.301,PATCH,60,0,0,0,0
00:01:59.301,PATCH,60,0,0,0,0
00:01:59.393,WATCH,60,0,0,0,2
00:01:59.393,WATCH,60,0,0,0,2
00:01:59.393,WATCH,60,0,0,0,2
00:01:59.397,PATCH,60,0,0,0,0
00:01:59.397,PATCH,60,0,0,0,0
00:01:59.397,PATCH,60,0,0,0,0
00:01:59.397,PATCH,60,0,0,0,0
00:01:59.447,PATCH,60,0,0,0,0
00:01:59.447,PATCH,60,0,0,0,0
00:01:59.447,PATCH,60,0,0,0,0
00:01:59.447,PATCH,60,0,0,0,0
00:01:59.447,PATCH,60,0,0,0,0
00:01:59.540,WATCH,60,0,0,0,2
00:01:59.540,WATCH,60,0,0,0,2
00:01:59.540,WATCH,60,0,0,0,2
00:01:59.544,PATCH,60,0,0,0,0
00:01:59.544,PATCH,60,0,0,0,0
00:01:59.544,PATCH,60,0,0,0,0
00:01:59.544,PATCH,60,0,0,0,0
00:01:59.593,PATCH,60,0,0,0,0
00:01:59.593,PATCH,60,0,0,0,0
00:01:59.593,PATCH,60,0,0,0,0
00:01:59.593,PATCH,60,0,0,0,0
00:01:59.637,WATCH,60,0,0,0,2
00:01:59.637,WATCH,60,0,0,0,2
00:01:59.637,WATCH,60,0,0,0,2
00:01:59.690,PATCH,60,0,0,0,0
00:01:59.690,PATCH,60,0,0,0,0
00:01:59.690,PATCH,60,0,0,0,0
00:01:59.690,PATCH,60,0,0,0,0
00:01:59.740,PATCH,60,0,0,0,0
00:01:59.740,PATCH,60,0,0,0,0
00:01:59.740,PATCH,60,0,0,0,0
00:01:59.740,PATCH,60,0,0,0,0
00:01:59.832,WATCH,60,0,0,0,2
00:01:59.832,WATCH,60,0,0,0,2
00:01:59.832,WATCH,60,0,0,0,2
00:01:59.837,PATCH,60,0,0,0,0
00:01:59.837,PATCH,60,0,0,0,0
00:01:59.837,PATCH,60,0,0,0,0
00:01:59.837,PATCH,60,0,0,0,0
00:01:59.837,PATCH,60,0,0,0,0
00:01:59.883,WATCH,60,0,0,0,2
00:01:59.883,WATCH,60,0,0,0,2
00:01:59.883,WATCH,60,0,0,0,2
00:01:59.934,PATCH,60,0,0,0,0
00:01:59.934,PATCH,60,0,0,0,0
00:01:59.934,PATCH,60,0,0,0,0
00:01:59.934,PATCH,60,0,0,0,0
00:01:59.979,WATCH,60,0,0,0,2
00:01:59.979,WATCH,60,0,0,0,2
00:01:59.979,WATCH,60,0,0,0,2
00:02:00.031,PATCH,60,0,0,0,0
00:02:00.031,PATCH,60,0,0,0,0
00:02:00.031,PATCH,60,0,0,0,0
00:02:00.031,PATCH,60,0,0,0,0
00:02:00.081,PATCH,60,0,0,0,0
00:02:00.081,PATCH,60,0,0,0,0
00:02:00.081,PATCH,60,0,0,0,0
00:02:00.081,PATCH,60,0,0,0,0
00:02:00.173,WATCH,60,0,0,0,2
00:02:00.173,WATCH,60,0,0,0,2
00:02:00.173,WATCH,60,0,0,0,2
00:02:00.178,PATCH,60,0,0,0,0
00:02:00.178,PATCH,60,0,0,0,0
00:02:00.178,PATCH,60,0,0,0,0
00:02:00.178,PATCH,60,0,0,0,0
00:02:00.178,PATCH,60,0,0,0,0
00:02:00.224,WATCH,60,0,0,0,2
00:02:00.224,WATCH,60,0,0,0,2
00:02:00.228,PATCH,60,0,0,0,0
00:02:00.228,PATCH,60,0,0,0,0
00:02:00.228,PATCH,60,0,0,0,0
00:02:00.228,PATCH,60,0,0,0,0
00:02:00.320,WATCH,60,0,0,0,2
00:02:00.320,WATCH,60,0,0,0,2
00:02:00.320,WATCH,60,0,0,0,2
00:02:00.324,PATCH,60,0,0,0,0
00:02:00.324,PATCH,60,0,0,0,0
00:02:00.324,PATCH,60,0,0,0,0
00:02:00.324,PATCH,60,0,0,0,0
00:02:00.374,PATCH,60,0,0,0,0
00:02:00.374,PATCH,60,0,0,0,0
00:02:00.374,PATCH,60,0,0,0,0
00:02:00.374,PATCH,60,0,0,0,0
00:02:00.466,WATCH,60,0,0,0,2
00:02:00.466,WATCH,60,0,0,0,2
00:02:00.466,WATCH,60,0,0,0,2
00:02:00.470,PATCH,60,0,0,0,0
00:02:00.470,PATCH,60,0,0,0,0
00:02:00.470,PATCH,60,0,0,0,0
00:02:00.470,PATCH,60,0,0,0,0
00:02:00.563,WATCH,60,0,0,0,2
00:02:00.563,WATCH,60,0,0,0,2
00:02:00.563,WATCH,60,0,0,0,2
00:02:00.568,PATCH,60,0,0,0,0
00:02:00.568,PATCH,60,0,0,0,0
00:02:00.568,PATCH,60,0,0,0,0
00:02:00.568,PATCH,60,0,0,0,0
00:02:00.568,PATCH,60,0,0,0,0
00:02:00.665,PATCH,60,0,0,0,0
00:02:00.665,PATCH,60,0,0,0,0
00:02:00.665,PATCH,60,0,0,0,0
00:02:00.665,PATCH,60,0,0,0,0
00:02:00.710,WATCH,60,0,0,0,2
00:02:00.710,WATCH,60,0,0,0,2
00:02:00.710,WATCH,60,0,0,0,2
00:02:00.716,PATCH,60,0,0,0,0
00:02:00.716,PATCH,60,0,0,0,0
00:02:00.716,PATCH,60,0,0,0,0
00:02:00.716,PATCH,60,0,0,0,0
00:02:00.807,WATCH,60,0,0,0,2
00:02:00.807,WATCH,60,0,0,0,2
00:02:00.807,WATCH,60,0,0,0,2
00:02:00.811,PATCH,60,0,0,0,0
00:02:00.811,PATCH,60,0,0,0,0
00:02:00.811,PATCH,60,0,0,0,0
00:02:00.811,PATCH,60,0,0,0,0
00:02:00.905,WATCH,60,0,0,0,2
00:02:00.905,WATCH,60,0,0,0,2
00:02:00.905,WATCH,60,0,0,0,2
00:02:00.909,PATCH,60,0,0,0,0
00:02:00.909,PATCH,60,0,0,0,0
00:02:00.909,PATCH,60,0,0,0,0
00:02:00.909,PATCH,60,0,0,0,0
00:02:01.006,PATCH,60,0,0,0,0
00:02:01.006,PATCH,60,0,0,0,0
00:02:01.006,PATCH,60,0,0,0,0
00:02:01.006,PATCH,59,0,0,0,0
00:02:01.051,WATCH,60,0,0,0,2
00:02:01.051,WATCH,60,0,0,0,2
00:02:01.051,WATCH,60,0,0,0,2
00:02:01.057,PATCH,59,0,0,0,0
00:02:01.057,PATCH,59,0,0,0,0
00:02:01.057,PATCH,59,0,0,0,0
00:02:01.057,PATCH,59,0,0,0,0
00:02:01.148,WATCH,60,0,0,0,2
00:02:01.148,WATCH,60,0,0,0,2
00:02:01.148,WATCH,60,0,0,0,2
00:02:01.152,PATCH,59,0,0,0,0
00:02:01.152,PATCH,59,0,0,0,0
00:02:01.152,PATCH,59,0,0,0,0
00:02:01.152,PATCH,59,0,0,0,0
00:02:01.203,PATCH,59,0,0,0,0
00:02:01.203,PATCH,59,0,0,0,0
00:02:01.203,PATCH,59,0,0,0,0
00:02:01.203,PATCH,59,0,0,0,0
00:02:01.295,WATCH,60,0,0,0,2
00:02:01.295,WATCH,60,0,0,0,2
00:02:01.295,WATCH,60,0,0,0,2
00:02:01.299,PATCH,59,0,0,0,0
00:02:01.299,PATCH,59,0,0,0,0
00:02:01.299,PATCH,59,0,0,0,0
00:02:01.299,PATCH,59,0,0,0,0
00:02:01.349,PATCH,59,0,0,0,0
00:02:01.349,PATCH,59,0,0,0,0
00:02:01.349,PATCH,59,0,0,0,0
00:02:01.349,PATCH,59,0,0,0,0
00:02:01.392,WATCH,60,0,0,0,2
00:02:01.392,WATCH,60,0,0,0,2
00:02:01.392,WATCH,60,0,0,0,2
00:02:01.445,PATCH,59,0,0,0,0
00:02:01.445,PATCH,59,0,0,0,0
00:02:01.445,PATCH,59,0,0,0,0
00:02:01.445,PATCH,59,0,0,0,0
00:02:01.539,WATCH,60,0,0,0,3
00:02:01.539,WATCH,60,0,0,0,3
00:02:01.539,WATCH,59,0,0,0,3
00:02:01.543,PATCH,59,0,0,0,0
00:02:01.543,PATCH,59,0,0,0,0
00:02:01.543,PATCH,59,0,0,0,0
00:02:01.543,PATCH,59,0,0,0,0
00:02:01.589,WATCH,59,0,0,0,3
00:02:01.589,WATCH,59,0,0,0,3
00:02:01.594,PATCH,59,0,0,0,0
00:02:01.594,PATCH,59,0,0,0,0
00:02:01.594,PATCH,59,0,0,0,0
00:02:01.594,PATCH,59,0,0,0,0
00:02:01.689,PATCH,59,0,0,0,0
00:02:01.689,PATCH,59,0,0,0,0
00:02:01.689,PATCH,59,0,0,0,0
00:02:01.689,PATCH,59,0,0,0,0
00:02:01.733,WATCH,59,0,0,0,3
00:02:01.733,WATCH,59,0,0,0,3
00:02:01.733,WATCH,59,0,0,0,3
00:02:01.786,PATCH,59,0,0,0,0
00:02:01.786,PATCH,59,0,0,0,0
00:02:01.786,PATCH,59,0,0,0,0
00:02:01.786,PATCH,59,0,0,0,0
00:02:01.836,PATCH,59,0,0,0,0
00:02:01.836,PATCH,59,0,0,0,0
00:02:01.836,PATCH,59,0,0,0,0
00:02:01.836,PATCH,59,0,0,0,0
00:02:01.880,WATCH,59,0,0,0,3
00:02:01.880,WATCH,59,0,0,0,3
00:02:01.880,WATCH,59,0,0,0,3
00:02:01.934,PATCH,59,0,0,0,0
00:02:01.934,PATCH,59,0,0,0,0
00:02:01.934,PATCH,59,0,0,0,0
00:02:01.934,PATCH,59,0,0,0,0
00:02:01.934,PATCH,59,0,0,0,0
00:02:01.978,WATCH,59,0,0,0,3
00:02:01.978,WATCH,59,0,0,0,3
00:02:01.978,WATCH,59,0,0,0,3
00:02:02.030,PATCH,59,0,0,0,0
00:02:02.030,PATCH,59,0,0,0,0
00:02:02.030,PATCH,59,0,0,0,0
00:02:02.030,PATCH,59,0,0,0,0
00:02:02.075,WATCH,59,0,0,0,3
00:02:02.075,WATCH,59,0,0,0,3
00:02:02.075,WATCH,59,0,0,0,3
00:02:02.081,PATCH,59,0,0,0,0
00:02:02.081,PATCH,59,0,0,0,0
00:02:02.081,PATCH,59,0,0,0,0
00:02:02.081,PATCH,59,0,0,0,0
00:02:02.176,PATCH,59,0,0,0,0
00:02:02.176,PATCH,59,0,0,0,0
00:02:02.176,PATCH,59,0,0,0,0
00:02:02.176,PATCH,59,0,0,0,0
00:02:02.223,WATCH,59,0,0,0,3
00:02:02.223,WATCH,59,0,0,0,3
00:02:02.223,WATCH,59,0,0,0,3
00:02:02.227,PATCH,59,0,0,0,0
00:02:02.227,PATCH,59,0,0,0,0
00:02:02.227,PATCH,59,0,0,0,0
00:02:02.227,PATCH,59,0,0,0,0
00:02:02.227,PATCH,59,0,0,0,0
00:02:02.319,WATCH,59,0,0,0,3
00:02:02.319,WATCH,59,0,0,0,3
00:02:02.319,WATCH,59,0,0,0,3
00:02:02.323,PATCH,59,0,0,0,0
00:02:02.323,PATCH,59,0,0,0,0
00:02:02.323,PATCH,59,0,0,0,0
00:02:02.323,PATCH,59,0,0,0,0
00:02:02.373,PATCH,59,0,0,0,0
00:02:02.373,PATCH,59,0,0,0,0
00:02:02.373,PATCH,59,0,0,0,0
00:02:02.373,PATCH,59,0,0,0,0
00:02:02.465,WATCH,59,0,0,0,3
00:02:02.465,WATCH,59,0,0,0,3
00:02:02.465,WATCH,59,0,0,0,3
00:02:02.469,PATCH,59,0,0,0,0
00:02:02.469,PATCH,59,0,0,0,0
00:02:02.469,PATCH,59,0,0,0,0
00:02:02.469,PATCH,59,0,0,0,0
00:02:02.562,WATCH,59,0,0,0,3
00:02:02.562,WATCH,59,0,0,0,3
00:02:02.562,WATCH,59,0,0,0,3
00:02:02.567,PATCH,59,0,0,0,0
00:02:02.567,PATCH,59,0,0,0,0
00:02:02.567,PATCH,59,0,0,0,0
00:02:02.567,PATCH,59,0,0,0,0
00:02:02.663,PATCH,59,0,0,0,0
00:02:02.663,PATCH,59,0,0,0,0
00:02:02.663,PATCH,59,0,0,0,0
00:02:02.663,PATCH,59,0,0,0,0
00:02:02.663,PATCH,59,0,0,0,0
00:02:02.708,WATCH,59,0,0,0,3
00:02:02.708,WATCH,59,0,0,0,3
00:02:02.708,WATCH,59,0,0,0,3
00:02:02.714,PATCH,59,0,0,0,0
00:02:02.714,PATCH,59,0,0,0,0
00:02:02.714,PATCH,59,0,0,0,0
00:02:02.714,PATCH,59,0,0,0,0
00:02:02.807,WATCH,59,0,0,0,3
00:02:02.807,WATCH,59,0,0,0,3
00:02:02.807,WATCH,59,0,0,0,3
00:02:02.811,PATCH,59,0,0,0,0
00:02:02.811,PATCH,59,0,0,0,0
00:02:02.811,PATCH,59,0,0,0,0
00:02:02.811,PATCH,59,0,0,0,0
00:02:02.907,PATCH,59,0,0,0,0
00:02:02.907,PATCH,59,0,0,0,0
00:02:02.907,PATCH,59,0,0,0,0
00:02:02.907,PATCH,59,0,0,0,0
00:02:02.952,WATCH,59,0,0,0,3
00:02:02.952,WATCH,59,0,0,0,3
00:02:02.952,WATCH,59,0,0,0,3
00:02:02.958,PATCH,59,0,0,0,0
00:02:02.958,PATCH,59,0,0,0,0
00:02:02.958,PATCH,59,0,0,0,0
00:02:02.958,PATCH,59,0,0,0,0
00:02:03.003,WATCH,59,0,0,0,3
00:02:03.003,WATCH,59,0,0,0,3
00:02:03.099,WATCH,59,0,0,0,3
00:02:03.099,WATCH,59,0,0,0,3
00:02:03.099,WATCH,60,0,0,0,3
00:02:03.103,PATCH,59,0,0,0,0
00:02:03.103,PATCH,59,0,0,0,0
00:02:03.103,PATCH,59,0,0,0,0
00:02:03.103,PATCH,59,0,0,0,0
00:02:03.103,PATCH,59,0,0,0,0
00:02:03.153,PATCH,59,0,0,0,0
00:02:03.153,PATCH,59,0,0,0,0
00:02:03.153,PATCH,59,0,0,0,0
00:02:03.153,PATCH,59,0,0,0,0
00:02:03.245,WATCH,60,0,0,0,3
00:02:03.245,WATCH,60,0,0,0,3
00:02:03.245,WATCH,60,0,0,0,3
00:02:03.250,PATCH,59,0,0,0,0
00:02:03.250,PATCH,59,0,0,0,0
00:02:03.250,PATCH,59,0,0,0,0
00:02:03.250,PATCH,59,0,0,0,0
00:02:03.299,PATCH,59,0,0,0,0
00:02:03.299,PATCH,59,0,0,0,0
00:02:03.299,PATCH,59,0,0,0,0
00:02:03.299,PATCH,59,0,0,0,0
00:02:03.343,WATCH,60,0,0,0,3
00:02:03.343,WATCH,60,0,0,0,3
00:02:03.343,WATCH,60,0,0,0,3
00:02:03.395,PATCH,59,0,0,0,0
00:02:03.395,PATCH,59,0,0,0,0
00:02:03.395,PATCH,59,0,0,0,0
00:02:03.395,PATCH,59,0,0,0,0
00:02:03.445,PATCH,59,0,0,0,0
00:02:03.445,PATCH,59,0,0,0,0
00:02:03.445,PATCH,59,0,0,0,0
00:02:03.445,PATCH,59,0,0,0,0
00:02:03.489,WATCH,60,0,0,0,3
00:02:03.489,WATCH,60,0,0,0,3
00:02:03.489,WATCH,60,0,0,0,3
00:02:03.541,PATCH,59,0,0,0,0
00:02:03.541,PATCH,59,0,0,0,0
00:02:03.541,PATCH,59,0,0,0,0
00:02:03.541,PATCH,59,0,0,0,0
00:02:03.587,WATCH,60,0,0,0,3
00:02:03.587,WATCH,60,0,0,0,3
00:02:03.587,WATCH,60,0,0,0,3
00:02:03.592,PATCH,59,0,0,0,0
00:02:03.592,PATCH,59,0,0,0,0
00:02:03.592,PATCH,59,0,0,0,0
00:02:03.592,PATCH,59,0,0,0,0
00:02:03.687,PATCH,59,0,0,0,0
00:02:03.687,PATCH,59,0,0,0,0
00:02:03.687,PATCH,59,0,0,0,0
00:02:03.687,PATCH,59,0,0,0,0
00:02:03.733,WATCH,60,0,0,0,3
00:02:03.733,WATCH,60,0,0,0,3
00:02:03.733,WATCH,60,0,0,0,3
00:02:03.785,PATCH,59,0,0,0,0
00:02:03.785,PATCH,59,0,0,0,0
00:02:03.785,PATCH,59,0,0,0,0
00:02:03.785,PATCH,59,0,0,0,0
00:02:03.835,PATCH,59,0,0,0,0
00:02:03.835,PATCH,59,0,0,0,0
00:02:03.835,PATCH,59,0,0,0,0
00:02:03.835,PATCH,59,0,0,0,0
00:02:03.878,WATCH,60,0,0,0,3
00:02:03.878,WATCH,60,0,0,0,3
00:02:03.878,WATCH,60,0,0,0,3
00:02:03.931,PATCH,59,0,0,0,0
00:02:03.931,PATCH,59,0,0,0,0
00:02:03.931,PATCH,59,0,0,0,0
00:02:03.931,PATCH,59,0,0,0,0
00:02:03.977,WATCH,60,0,0,0,3
00:02:03.977,WATCH,60,0,0,0,3
00:02:03.977,WATCH,60,0,0,0,3
00:02:03.982,PATCH,59,0,0,0,0
00:02:03.982,PATCH,59,0,0,0,0
00:02:03.982,PATCH,59,0,0,0,0
00:02:03.982,PATCH,59,0,0,0,0
00:02:04.074,WATCH,60,0,0,0,3
00:02:04.074,WATCH,60,0,0,0,3
00:02:04.074,WATCH,60,0,0,0,3
00:02:04.078,PATCH,59,0,0,0,0
00:02:04.078,PATCH,59,0,0,0,0
00:02:04.078,PATCH,59,0,0,0,0
00:02:04.078,PATCH,59,0,0,0,0
00:02:04.128,PATCH,59,0,0,0,0
00:02:04.128,PATCH,59,0,0,0,0
00:02:04.128,PATCH,59,0,0,0,0
00:02:04.128,PATCH,59,0,0,0,0
00:02:04.220,WATCH,60,0,0,0,3
00:02:04.220,WATCH,60,0,0,0,3
00:02:04.220,WATCH,60,0,0,0,3
00:02:04.225,PATCH,59,0,0,0,0
00:02:04.225,PATCH,59,0,0,0,0
00:02:04.225,PATCH,59,0,0,0,0
00:02:04.225,PATCH,59,0,0,0,0
00:02:04.270,WATCH,60,0,0,0,3
00:02:04.270,WATCH,60,0,0,0,3
00:02:04.321,PATCH,59,0,0,0,0
00:02:04.321,PATCH,59,0,0,0,0
00:02:04.321,PATCH,59,0,0,0,0
00:02:04.321,PATCH,59,0,0,0,0
00:02:04.321,PATCH,59,0,0,0,0
00:02:04.371,PATCH,59,0,0,0,0
00:02:04.371,PATCH,59,0,0,0,0
00:02:04.371,PATCH,59,0,0,0,0
00:02:04.371,PATCH,59,0,0,0,0
00:02:04.463,WATCH,60,0,0,0,3
00:02:04.463,WATCH,60,0,0,0,3
00:02:04.463,WATCH,60,0,0,0,3
00:02:04.468,PATCH,59,0,0,0,0
00:02:04.468,PATCH,59,0,0,0,0
00:02:04.468,PATCH,59,0,0,0,0
00:02:04.468,PATCH,59,0,0,0,0
00:02:04.514,WATCH,60,0,0,0,3
00:02:04.514,WATCH,60,0,0,0,3
00:02:04.514,WATCH,60,0,0,0,3
00:02:04.565,PATCH,59,0,0,0,0
00:02:04.565,PATCH,59,0,0,0,0
00:02:04.565,PATCH,59,0,0,0,0
00:02:04.565,PATCH,59,0,0,0,0
00:02:04.615,PATCH,59,0,0,0,0
00:02:04.615,PATCH,59,0,0,0,0
00:02:04.615,PATCH,59,0,0,0,0
00:02:04.615,PATCH,59,0,0,0,0
00:02:04.658,WATCH,60,0,0,0,3
00:02:04.658,WATCH,60,0,0,0,3
00:02:04.658,WATCH,60,0,0,0,3
00:02:04.711,PATCH,59,0,0,0,0
00:02:04.711,PATCH,59,0,0,0,0
00:02:04.711,PATCH,59,0,0,0,0
00:02:04.711,PATCH,59,0,0,0,0
00:02:04.711,PATCH,59,0,0,0,0
00:02:04.756,WATCH,60,0,0,0,3
00:02:04.756,WATCH,61,0,0,0,3
00:02:04.756,WATCH,61,0,0,0,3
00:02:04.809,PATCH,59,0,0,0,0
00:02:04.809,PATCH,59,0,0,0,0
00:02:04.809,PATCH,59,0,0,0,0
00:02:04.809,PATCH,59,0,0,0,0
00:02:04.903,WATCH,61,0,0,0,3
00:02:04.903,WATCH,61,0,0,0,3
00:02:04.903,WATCH,61,0,0,0,3
00:02:04.907,PATCH,59,0,0,0,0
00:02:04.907,PATCH,59,0,0,0,0
00:02:04.907,PATCH,59,0,0,0,0
00:02:04.907,PATCH,59,0,0,0,0
00:02:05.000,WATCH,61,0,0,0,3
00:02:05.000,WATCH,61,0,0,0,3
00:02:05.000,WATCH,61,0,0,0,3
00:02:05.004,PATCH,59,0,0,0,0
00:02:05.004,PATCH,59,0,0,0,0
00:02:05.004,PATCH,59,0,0,0,0
00:02:05.004,PATCH,59,0,0,0,0
00:02:05.004,PATCH,59,0,0,0,0
00:02:05.053,PATCH,59,0,0,0,0
00:02:05.053,PATCH,59,0,0,0,0
00:02:05.053,PATCH,59,0,0,0,0
00:02:05.053,PATCH,59,0,0,0,0
00:02:05.146,WATCH,61,0,0,0,3
00:02:05.146,WATCH,61,0,0,0,3
00:02:05.146,WATCH,61,0,0,0,3
00:02:05.149,PATCH,59,0,0,0,0
00:02:05.149,PATCH,59,0,0,0,0
00:02:05.149,PATCH,59,0,0,0,0
00:02:05.149,PATCH,59,0,0,0,0
00:02:05.199,PATCH,59,0,0,0,0
00:02:05.199,PATCH,59,0,0,0,0
00:02:05.199,PATCH,59,0,0,0,0
00:02:05.199,PATCH,59,0,0,0,0
00:02:05.243,WATCH,61,0,0,0,3
00:02:05.243,WATCH,61,0,0,0,3
00:02:05.243,WATCH,61,0,0,0,3
00:02:05.295,PATCH,59,0,0,0,0
00:02:05.295,PATCH,59,0,0,0,0
00:02:05.295,PATCH,59,0,0,0,0
00:02:05.295,PATCH,59,0,0,0,0
00:02:05.346,PATCH,59,0,0,0,0
00:02:05.346,PATCH,59,0,0,0,0
00:02:05.346,PATCH,59,0,0,0,0
00:02:05.346,PATCH,59,0,0,0,0
00:02:05.346,PATCH,59,0,0,0,0
00:02:05.390,WATCH,61,0,0,0,3
00:02:05.390,WATCH,61,0,0,0,3
00:02:05.390,WATCH,61,0,0,0,3
00:02:05.442,PATCH,59,0,0,0,0
00:02:05.442,PATCH,59,0,0,0,0
00:02:05.442,PATCH,59,0,0,0,0
00:02:05.442,PATCH,59,0,0,0,0
00:02:05.487,WATCH,61,0,0,0,3
